x_target y_target x_pred y_pred distance
703 492 705.4509336128831 444.8631135523319 47.200562915659326
703 492 721.1492314416697 443.39254959265094 51.885246814737144
703 492 731.7837907755428 443.146711812498 56.70229605704999
703 492 723.4092379697418 449.73968440079426 46.9304940209457
703 492 722.2615250626342 454.93414389377335 41.771809113635285
703 492 723.6210756728314 455.055118670448 42.310199932868635
703 492 716.8326013895482 460.5366511579299 34.369800429445704
703 492 724.3416865642653 468.6325860563445 31.646541988367165
703 492 720.9342574797158 471.81169566747985 27.00380016166604
703 492 723.9275343280508 461.72061132947647 36.80764963037403
703 492 719.3633842056048 458.6650822128843 37.134580737285845
703 492 719.416418473971 457.75240347632035 37.97889760329137
703 492 723.805896002896 466.3412081746404 33.03420812461627
703 492 721.7359118593499 477.3241096333785 23.799498970659506
703 492 719.2893836143439 473.2204346192633 24.859929493556912
703 492 726.2806638758032 463.58589648819657 36.73350771268116
703 492 723.7882941209758 462.0479481515547 36.459272927365866
703 492 721.9026497218925 462.0070469474291 35.45260779297182
703 492 719.8081926148093 461.32478135749096 34.9783415521986
703 492 720.4375094152767 463.9683763244363 33.01270453168429
703 492 719.896896117101 470.93235171059234 27.006497418922837
703 492 716.4791009461742 472.8937300344927 23.38238042441359
703 492 711.5898276041978 473.41673038340497 20.472494911781094
703 492 712.8344555845983 474.53369327544885 20.044659818553622
703 492 711.6193418039625 473.4475978104481 20.4568981064194
703 492 714.1726685269675 471.81577755605815 23.070139957963335
703 492 711.2829347600504 475.0027133375228 18.908060771154624
703 492 710.0984628174785 476.4651777115191 17.079779796759905
703 492 710.2571531015042 482.4747991804444 11.974795271382908
703 492 710.0796381486989 484.3186650961973 10.446252065735834
703 492 709.260609536668 484.5545758137557 9.727773284967597
703 492 708.0870341990176 487.6227581895641 6.711047817517229
703 492 708.5191007433848 486.80612787654854 7.578705737155702
703 492 709.5411863069085 483.8968923864115 10.413811564412088
703 492 703.3451261816646 482.3413243744897 9.664839725525553
703 492 708.2881322296024 484.285447180108 9.353003137424004
703 492 710.8021401912263 481.88145365170067 12.777259947509485
703 492 708.6424453033355 485.49446323786145 8.611573466252803
703 492 708.3304322371948 485.8182580406186 8.16256341400802
703 492 708.7724911391463 482.9776065715523 10.710986748624897
703 492 705.54162990991 480.3251767194747 11.94827942552584
703 492 705.1278254935803 481.6388514482477 10.577383449729389
703 492 705.337780259276 478.4953207699204 13.705530914488643
703 492 703.0538937399897 476.6100553156061 15.390039048810593
703 492 701.4580470049209 477.1704759719601 14.909473563383976
703 492 702.7167908235217 478.7416412455599 13.261383197053021
703 492 702.047518099648 480.57772403883035 11.461919992026301
703 492 701.8056875310249 480.93118477336213 11.133061249943779
703 492 700.1507880448206 482.2675841032617 10.140903704927956
703 492 701.3104584443337 482.023466649782 10.118585294216553
703 492 698.1728137587083 481.78598759323705 11.297246410237447
703 492 698.1739841439759 479.50669566241675 13.393023643452318
703 492 698.9781622745239 484.2066661825496 8.769904827321584
703 492 700.5804365723774 482.25214877427265 10.04364927201279
703 492 699.4375561133062 486.0973653135854 6.894352956377204
703 492 702.5254729608328 483.1354357950047 8.877256020605966
703 492 701.5035403470495 482.7931149248609 9.32770734316466
703 492 702.2689261640171 482.30253343579113 9.724984664132261
703 492 701.0528249194439 481.7667024494427 10.4169030691747
849 509 701.1330125768111 484.8340270948204 149.82870291123587
849 509 699.2075398394023 479.4399506352855 152.68129433368253
849 509 698.9855101015703 481.3059372064327 152.54936346474906
849 509 700.0309921606506 483.2717094056376 151.1744364419729
849 509 700.4435597519006 482.0926502040004 150.97357852363245
849 509 698.4660497183207 482.47717324981807 152.85264317710457
849 509 698.8902384268761 483.5698426733566 152.24859086769226
849 509 698.5624505996525 488.76628085297926 151.79215941576993
849 509 695.8933273566613 486.5752540462894 154.74017719714212
849 509 691.4687929728536 486.7590627197501 159.0934960283847
849 509 693.787333616902 485.8566868977764 156.92859760763318
849 509 695.2513465122951 485.991354616585 155.4607545706057
849 509 692.3415456665714 486.34264929171593 158.28842931578137
849 509 693.7586707573155 487.00534345902287 156.79169372575552
849 509 693.0655268156448 486.0543487400623 157.61365054786677
849 509 692.8761358281981 486.1607896282006 157.78558392433243
849 509 695.3240907938987 485.7866595423011 155.41925313656265
849 509 696.3170657108581 487.7099304162155 154.16012936562043
849 509 697.6590303352407 486.23522068994424 153.0435371915624
849 509 695.982327485804 485.8690318461642 154.75609774543778
849 509 691.1049373392663 485.9261669501464 159.57209212218015
849 509 691.547493634291 486.67469192537766 159.02739116727798
849 509 691.597914490324 486.0964557988425 159.05970218685098
849 509 691.5703421340809 485.8093825288705 159.12857039033753
849 509 689.9918080032394 484.4332999905576 160.89477266658673
849 509 688.6789639551364 485.1519729413966 162.08504864140411
849 509 690.39708057495 486.27820382304606 160.22223962876046
849 509 687.0730034296689 486.1517384133401 163.53102236523947
849 509 685.1777348442824 486.52827145268503 165.35632175594148
849 509 691.1762139875925 488.43722809354233 159.15770487088332
849 509 690.2484107756698 485.1239150832273 160.53701913329346
849 509 691.9854263612132 484.6707101941056 158.888296225459
849 509 688.9873133748256 485.776750697641 161.68914369606202
849 509 689.8348244188787 486.7159716504086 160.71755049544078
