x_target y_target x_pred y_pred distance
230 670 654.4008431014447 359.4325128086791 525.8975563030773
250 670 655.2198272666907 362.7649228174155 508.52384512570825
270 670 661.1712523127633 357.8630697245683 500.4442145511378
290 670 664.094261809998 358.07766211433545 487.0750061245455
310 670 676.9849678947764 343.17915473816817 491.41614906145315
330 670 683.2022622898146 324.39299860367646 494.16195472820584
350 670 677.2570083884433 313.65437392573455 483.81748083509126
370 670 682.1881157539069 305.1982080573653 480.1476512725352
390 670 678.9922148669893 300.7227851373169 468.91594307558825
410 670 680.8525153330393 294.9125143583859 462.6572240300397
430 670 672.06765993196 290.2384532729959 450.350512775795
450 670 674.0585554056263 290.10876830889663 441.0437440506777
470 670 658.5036431647682 305.0041117471661 410.79876086456915
490 670 668.3214660085068 308.54788357431215 403.0461235491939
510 670 671.6770030541117 306.11384551353825 398.18662300924217
530 670 683.2475932266633 307.9381214482364 393.15852875169435
550 670 678.3177316017368 314.7548412188053 377.7096279960197
570 670 655.4140691153118 330.1490056781292 350.42012148904854
590 670 645.4249410096954 333.95240448878405 340.58759597906385
610 670 642.8787239249771 326.89659964650707 344.6751424472965
630 670 649.5599263459428 310.43329421200883 360.0983291128779
650 670 654.7964077654417 285.52243500776797 384.507481734502
670 670 645.0915746825204 312.2263815261162 358.63964048567277
690 670 647.3869904589169 324.09082883995757 348.5240641258161
710 670 647.7827301070147 317.1196621902777 358.32320813148607
730 670 648.8320005842813 346.34408147655336 333.6785844557694
750 670 644.8331178263306 336.4112308433373 349.77355533771794
770 670 650.5361593336675 323.40650070371646 366.6042320830377
790 670 665.7851980651925 310.719192218578 380.14736071657074
810 670 674.8176942055538 308.8637387495338 385.6081625042034
830 670 673.8407750226577 304.1114302125278 397.819241674716
850 670 689.8527343460937 307.90653596193533 395.92780073582617
870 670 680.8213168198547 302.62861084081544 413.2194474398837
890 670 681.3994701477136 322.6694052196126 405.1576521863462
910 670 668.4735969492144 326.43729089909806 419.96468715286227
930 670 661.6476552101385 325.45338047393795 436.72113983760124
950 670 658.1180778890224 329.35311607208325 448.592639245227
970 670 651.6751796492209 331.574617353559 464.60997715368296
990 670 645.4580179535261 337.29356420932123 478.96007120536655
1010 670 641.860102490227 335.08420447453574 497.6902392361747
1030 670 637.1798356019599 317.405920343393 527.8543990217312
1050 670 645.441414765208 312.7130771161658 539.7421552472767
1070 670 661.0225377740446 293.7797627479024 555.701566964506
1090 670 642.6385204823575 303.2431761701454 578.483241919744
1110 670 635.4171494331642 324.77084662720694 586.8662968603999
1130 670 658.9289320609491 325.6523991464091 583.509401177789
1150 670 659.88003086459 296.6915060012726 616.0980569981479
1170 670 665.47689415014 294.74368536205486 628.7772785430797
1190 670 664.1458107980279 289.75486992313483 648.9291080298646
1210 670 654.0581213647326 300.3811321394729 667.599790217918
1230 670 669.2186044450448 291.6298739556678 676.490743383357
1230 670 672.6402360411897 288.89899621254335 675.1946990076475
Average L2 Distance: 411.303616011158
